address,sum_total,cSum
0x55d34b686aa8c04921397c5807db9ecedba00a4c,2.02156E+24,5.80795E+26
0xf9b6541b14f586459acdc6aec15dc2e12b8db09f,2.00353E+24,5.82798E+26
0x11111112542d85b3ef69ae05771c2dccff4faa26,1.91712E+24,5.84715E+26
0x1c39ba39e4735cb65978d4db400ddd70a72dc750,1.90596E+24,5.86621E+26
0x52965f9bd9d0f2bbea9b5a9c155a455d0e58fe25,1.90571E+24,5.88527E+26
0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,1.82746E+24,5.90355E+26
0x9f9643c8b413b32c3a1270068487f341e5be8bfd,1.78043E+24,5.92135E+26
0xd848f54280f8fe8661b796e3bb8d8922c87af452,1.70901E+24,5.93844E+26
0x47fb0c659835085e1d3e29ce2a3f8bac6a058077,1.6744E+24,5.95518E+26
0x26aad4d82f6c9fa6e34d8c1067429c986a055872,1.63075E+24,5.97149E+26
0x2ff99437f01dbc064426aafe21769de93de74ec6,1.62483E+24,5.98774E+26
0x24179cd81c9e782a4096035f7ec97fb8b783e007,1.60237E+24,6.00376E+26
0x03f34be1bf910116595db1b11e9d1b2ca5d59659,1.5634E+24,6.0194E+26
0xf859a1ad94bcf445a406b892ef0d3082f4174088,1.51752E+24,6.03457E+26
0x91db9e27e750c43a96926b2e04d795c24f13f67b,1.50918E+24,6.04966E+26
0xdef1c0ded9bec7f1a1670819833240f027b25eff,1.50563E+24,6.06472E+26
0x818e6fecd516ecc3849daf6845e3ec868087b755,1.43959E+24,6.07912E+26
0x3fbe1f8fc5ddb27d428aa60f661eaaab0d2000ce,1.42371E+24,6.09335E+26
0xc37ad6471b9021e9b427ec3647809325bb7eccd1,1.42294E+24,6.10758E+26
0xc5dcb4839087f39ebe34c8c18a05dcfb5806d89e,1.38626E+24,6.12145E+26
0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,1.23809E+24,6.13383E+26
0x444a26b5ab3edb28be8cd462c48b922594f8e175,1.19594E+24,6.14579E+26
0xe28e72fcf78647adce1f1252f240bbfaebd63bcc,1.17243E+24,6.15751E+26
0x242aa8c63aab36df59ce19aaccd020fe4114c349,1.15227E+24,6.16903E+26
0xfabbaf3c22be2a27daba478bdaefadf9c4d2264c,1.15197E+24,6.18055E+26
0xb1e867f3a3bfe5c3417c792f3fe12ff683ca1a33,1.13321E+24,6.19189E+26
0xdcd33426ba191383f1c9b431a342498fdac73488,1.12722E+24,6.20316E+26
0x494152d5f50f91aa3e74e0d48c3291c19854e4c4,1.1133E+24,6.21429E+26
0x900a979cfcc4a9e5f0dcac1f7cc629873e2528ec,1.09157E+24,6.22521E+26
0x3e66b66fd1d0b02fda6c811da9e0547970db2f21,1.08267E+24,6.23603E+26
0xd5c64535f370fe00c5c73b8a42e4943dff4806b7,1.07533E+24,6.24679E+26
0x999999c60566e0a78df17f71886333e1dace0bae,1.06398E+24,6.25743E+26
0x560e389a2b032319e742a59ae8bafa62671089fe,1.06225E+24,6.26805E+26
0xa73ca4943355c8185d4c263a67c9ff1045b9263c,1.06111E+24,6.27866E+26
0xa0c68c638235ee32657e8f720a23cec1bfc77c77,1.05639E+24,6.28922E+26
0xb671c3883307cf05bb3dff77a9754e87b4347195,1.05639E+24,6.29979E+26
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1.00608E+24,6.30985E+26
0xa74476443119a942de498590fe1f2454d7d4ac0d,1.00168E+24,6.31986E+26
0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,9.96678E+23,6.32983E+26
0xcf6df1a8ff5c8759919797d20e0747d493055760,9.87897E+23,6.33971E+26
0x3ad412055f123f6b596deb290417e182ee192fb2,9.56193E+23,6.34927E+26
0x9554efa1669014c25070bc23c2df262825704228,9.50913E+23,6.35878E+26
0x1b75b90e60070d37cfa9d87affd124bb345bf70a,9.36529E+23,6.36815E+26
0xf0160428a8552ac9bb7e050d90eeade4ddd52843,9.26609E+23,6.37741E+26
0x6b06eb7aef2d2515cc2385f141154fc266057fb8,9.14919E+23,6.38656E+26
0x9a5b7bfd17857f1148292b61e092296255db84c0,9.14075E+23,6.3957E+26
0xbdea7a9a536ae525a71a70d308d0ba00899d64e3,9.00439E+23,6.40471E+26
0x0d8775f648430679a709e98d2b0cb6250d2887ef,8.7123E+23,6.41342E+26
0xf031878f6cf9873e296feb81dcfb47a6057bc6bf,8.66024E+23,6.42208E+26
0x881d40237659c251811cec9c364ef91dc08d300c,8.62001E+23,6.4307E+26
0x0dc96e8356d7fb4dc03c0fa5392a5b1028e7fc5c,8.5494E+23,6.43925E+26
0x9bcb0733c56b1d8f0c7c4310949e00485cae4e9d,8.4071E+23,6.44766E+26
0xf164fc0ec4e93095b804a4795bbe1e041497b92a,8.37823E+23,6.45603E+26
0x287fe571bc1e3709bf5da15fc53aea23d17bae92,8.33668E+23,6.46437E+26
0x6a11f3e5a01d129e566d783a7b6e8862bfd66cca,8.31855E+23,6.47269E+26
0x0b9da44cc9278e41d5d60811959c55512cce7b40,8.05402E+23,6.48074E+26
0x3cfc056462a06d3d146a2c6e73e5a48ea3798f24,7.82867E+23,6.48857E+26
0xb928bb72c9b5ebc6de4d7f288df85fed3958c9ee,7.81325E+23,6.49639E+26
0x00000063f648c943346d2a239f0969bad32ff184,7.80345E+23,6.50419E+26
0xc5424b857f758e906013f3555dad202e4bdb4567,7.80001E+23,6.51199E+26
0x8a46b5dd6e1aa09619245ff386cff5a624cddddb,7.70967E+23,6.5197E+26
0x5acc84a3e955bdd76467d3348077d003f00ffb97,7.70341E+23,6.5274E+26
0xb09cbe4f7e845184d8c6e4607cd816bfc9bc08d3,7.62698E+23,6.53503E+26
0x3c7771db7f343b79003e8c9ba787bbe47764ed05,7.61834E+23,6.54265E+26
0x1542e790a742333ea6a2f171c5d07a2e7794eef4,7.50556E+23,6.55015E+26
0xd793281182a0e3e023116004778f45c29fc14f19,7.49006E+23,6.55764E+26
0x0000006daea1723962647b7e189d311d757fb793,7.44908E+23,6.56509E+26
0x121effb8160f7206444f5a57d13c7a4424a237a4,7.22089E+23,6.57231E+26
0x63ae044120065e63aad38f04b0d9f4a3337beb4c,7.07262E+23,6.57939E+26
0x73282a63f0e3d7e9604575420f777361eca3c86a,7.01467E+23,6.5864E+26
0x01eacc3ae59ee7fbbc191d63e8e1ccfdac11628c,6.94344E+23,6.59334E+26
0x61ab3b127af95aa5e4cc4b675a6077315f5795dd,6.75001E+23,6.60009E+26
0x8e2040ab7a6af6bba67e6d9b280c6fea7f930c87,6.42736E+23,6.60652E+26
0x23141df767233776f7cbbec497800ddedaa4c684,6.3908E+23,6.61291E+26
0xfd61352232157815cf7b71045557192bf0ce1884,6.37048E+23,6.61928E+26
0xbffb152b9392e38cddc275d818a3db7fe364596b,6.32005E+23,6.6256E+26
0xf8a4d3a0b5859a24cd1320ba014ab17f623612e2,6.31947E+23,6.63192E+26
0x8b780b12f26e5e4e91da4cda5f14d2998ed7a162,6.29346E+23,6.63822E+26
0xdec042a90de005b22754e94a8a979c4b8c67fde5,6.11105E+23,6.64433E+26
0xe592427a0aece92de3edee1f18e0157c05861564,5.94382E+23,6.65027E+26
0x1522900b6dafac587d499a862861c0869be6e428,5.89032E+23,6.65616E+26
0xb4db55a20e0624edd82a0cf356e3488b4669bd27,5.84366E+23,6.662E+26
0x1e39fbf0c16a20f65613a4ed1baa088a8937b15c,5.83097E+23,6.66784E+26
0x905b63fff465b9ffbf41dea908ceb12478ec7601,5.79319E+23,6.67363E+26
0x8eca806aecc86ce90da803b080ca4e3a9b8097ad,5.57788E+23,6.67921E+26
0xd6cd31f283d24cfb442cba1bcf42290c07c15792,5.56668E+23,6.68477E+26
0xf1ce0a98efbfa3f8ebec2399847b7d88294a634e,5.50002E+23,6.69027E+26
0xd4039ecc40aeda0582036437cf3ec02845da4c13,5.44704E+23,6.69572E+26
0xaa7427d8f17d87a28f5e1ba3adbb270badbe1011,5.43185E+23,6.70115E+26
0xc36442b4a4522e871399cd717abdd847ab11fe88,5.39484E+23,6.70655E+26
0x1db92e2eebc8e0c075a02bea49a2935bcd2dfcf4,5.37052E+23,6.71192E+26
0x1dfe33e5d97b0834b57142730d9e8d0a09cc9ea8,5.31413E+23,6.71723E+26
0x34848f3c3934733d3ebc6f82489346592566c777,5.29417E+23,6.72253E+26
0x05cde89ccfa0ada8c88d5a23caaa79ef129e7883,5.19821E+23,6.72772E+26
0xe8ed915e208b28c617d20f3f8ca8e11455933adf,5.18167E+23,6.73291E+26
0x103cc17c2b1586e5cd9bad308690bcd0bbe54d5e,5.16933E+23,6.73808E+26
0x34af96b2c7df3a52dca2182dd0d64b3a3e7cca0c,5.11972E+23,6.74319E+26
0x4f391c202a906eed9e2b63fdd387f28e952782e2,5.07088E+23,6.74827E+26
0xc6726e3b20e1b10732c3f788b7b17649d369be97,5.00006E+23,6.75327E+26
0x1ca4a86bba124426507d1ef67ad271cc5a02820a,4.96007E+23,6.75823E+26
0x111cff45948819988857bbf1966a0399e0d1141e,4.94454E+23,6.76317E+26
0x37adc35f7b12582240818df04aac04ca409d5913,4.84951E+23,6.76802E+26
0xe1237aa7f535b0cc33fd973d66cbf830354d16c7,4.74814E+23,6.77277E+26
0x3bf541f87056d134e0109be1be92978b26cb09e0,4.71022E+23,6.77748E+26
0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,4.7021E+23,6.78218E+26
0x3fda25f27211a138adf211f4c060f2149674be6d,4.66303E+23,6.78684E+26
0x75ba02c5baf9cc3e9fe01c51df3cb1437e8690d4,4.65166E+23,6.79149E+26
0x4d55f76ce2dbbae7b48661bef9bd144ce0c9091b,4.59175E+23,6.79609E+26
0xbdf5c4f1c1a9d7335a6a68d9aa011d5f40cf5520,4.55414E+23,6.80064E+26
0xd40a9aaec36115d9a91f722cc09ed91a157415de,4.54074E+23,6.80518E+26
0xebf2bf80c3ddb0b6ac2f88be8dceec7bf12dff22,4.51787E+23,6.8097E+26
0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,4.50337E+23,6.8142E+26
0x900d0881a2e85a8e4076412ad1cefbe2d39c566c,4.5E+23,6.8187E+26
0x9aab3f75489902f3a48495025729a0af77d4b11e,4.48314E+23,6.82319E+26
0xd6e194af3d9674b62d1b30ec676030c23961275e,4.33658E+23,6.82752E+26
0x39c05935f93b10dfb5ae2bb16abcd7f9bc636c81,4.32867E+23,6.83185E+26
0xa160cdab225685da1d56aa342ad8841c3b53f291,4.298E+23,6.83615E+26
0x6317c5e82a06e1d8bf200d21f4510ac2c038ac81,4.27649E+23,6.84043E+26
0xbbc79794599b19274850492394004087cbf89710,4.2672E+23,6.84469E+26
0x5901deb2c898d5dbe5923e05e510e95968a35067,4.26246E+23,6.84896E+26
0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,4.24029E+23,6.8532E+26
0x7b45a572ea991887a01fd919c05edf1cac79c311,4.22392E+23,6.85742E+26
0xecf8f87f810ecf450940c9f60066b4a7a501d6a7,4.19793E+23,6.86162E+26
0x261d7a633609631943c632814a67309ba7d5ac75,4.19412E+23,6.86581E+26
0xb56d622ddf60ec532b5f43b4ff9b0e7b1ff92db3,4.15975E+23,6.86997E+26
0xe1801c406f0709cd272cc64877073965703056ed,4.04232E+23,6.87401E+26
0xb3c839dbde6b96d37c56ee4f9dad3390d49310aa,4.01072E+23,6.87802E+26
0xbba17b81ab4193455be10741512d0e71520f43cb,3.98565E+23,6.88201E+26
0x8ee55c51b79f33953fcedf8b87d665a661cafce3,3.96718E+23,6.88598E+26
0xffcd3404852afb1420540c8465433f832727bdd7,3.95939E+23,6.88994E+26
0x2c4bd064b998838076fa341a83d007fc2fa50957,3.94468E+23,6.89388E+26
0xcbc6a023eb975a1e2630223a7959988948e664f3,3.91531E+23,6.8978E+26
0xa6c4ad1c81fe0927a580933916dabf7b609d7619,3.9E+23,6.9017E+26
0x33d9b12b3b05927a1a00d5896017c5ff4967fca9,3.88889E+23,6.90559E+26
0xc63beb7a137473d043a1d9a3d3b3c298f6985c97,3.86836E+23,6.90945E+26
0x6ff73602b0bb13bc9093909a1bde304987fcdf95,3.83023E+23,6.91328E+26
0x6afdd694952a9dbd6e77163e501d9a14b42210d7,3.71299E+23,6.917E+26
0x18fa18b54f586b96b8b3d18cbe9c3547a7436f7d,3.6879E+23,6.92068E+26
0x4e2a80a291c36432f801acd67ed49bde84ff23bd,3.68779E+23,6.92437E+26
0x5678bcea6d6f33f645dca8c8c9b7d8d5caf0a2b1,3.68171E+23,6.92805E+26
0xd9dfb5a74441683b4cfd1624fab2bb8102c05b65,3.65629E+23,6.93171E+26
0x02caceb4bfc2669156b2eb3b4d590e7ac10a4e73,3.63541E+23,6.93535E+26
0x241e82c79452f51fbfc89fac6d912e021db1a3b7,3.61333E+23,6.93896E+26
0x960b236a07cf122663c4303350609a66a7b288c0,3.59771E+23,6.94256E+26
0xc1a21c2b4ef7bd457ee40ab6381f5431ce7f5cef,3.59608E+23,6.94615E+26
0xa1cb7c6056ca3924b452f9ed016776dd7c4bce5a,3.56482E+23,6.94972E+26
0xdb8c6862ea4f5cc843c4b3ed75eb8951714b7635,3.51715E+23,6.95324E+26
0x536c2622748118a82bc9fb15a450d828966d9761,3.48894E+23,6.95672E+26
0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,3.47667E+23,6.9602E+26
0x50e0c1b8eafa9bf4fe5ec6aca405f0fee7ff05b5,3.46297E+23,6.96366E+26
0xdb25ff2868cbc48856e44a2ae8e2f2b62f1f3b84,3.45689E+23,6.96712E+26
0xb70262b15402c3f37eddfe56b7b2aeb7e863a389,3.45475E+23,6.97058E+26
0x14093430ab7754adcf83d090280ae1d8d9a6bd13,3.43363E+23,6.97401E+26
0x8174527cd1e4c5b5641aaeec8f67d43698dee524,3.42725E+23,6.97744E+26
0xa1bb86b79627a985dfa1ea9b0f655859d3dc109b,3.42267E+23,6.98086E+26
0x1bf68a9d1eaee7826b3593c20a0ca93293cb489a,3.30622E+23,6.98417E+26
0x722122df12d4e14e13ac3b6895a86e84145b6967,3.2581E+23,6.98742E+26
0x220866b1a2219f40e72f5c628b65d54268ca3a9d,3.25002E+23,6.99067E+26
0xcea2b9186ece677f9b8ff38dc8ff792e9a9e7f8a,3.25E+23,6.99392E+26
0x9295022fb35b28c65f7efaf678254823d3acbe53,3.20238E+23,6.99713E+26
0x39dc6a99209b5e6b81dc8540c86ff10981ebda29,3.19904E+23,7.00032E+26
0x91eebc9748ff7641292db705d3749544ee4733ba,3.191E+23,7.00352E+26
0xcff5a79f5d2dfc8b10569c6bb105194cb87a10be,3.17178E+23,7.00669E+26
0x867ffb5a3871b500f65bdfafe0136f9667deae06,3.1541E+23,7.00984E+26
0x7b4a7fd41c688a7cb116534e341e44126ef5a0fd,3.15244E+23,7.01299E+26
0x43d99d54f14c64994fd9666beab6023b0069de20,3.11095E+23,7.01611E+26
0x8dc250d5403ba72cbeaf0ac40f7c61c6db3a9a20,3.09951E+23,7.0192E+26
0x24b6638549f0d857bd76abcb4a3ab20ec65833c7,3.08669E+23,7.02229E+26
0x7566126f2fd0f2dddae01bb8a6ea49b760383d5a,3.07871E+23,7.02537E+26
0x7fe2153de0006d76c85cc04c8ea10bf4546c879e,3.07529E+23,7.02845E+26
0x0000006d1531b9132cf8f48eb04a92856d79eeb4,3.04186E+23,7.03149E+26
0xb4bfefc30a60b87380e377f8b96cc3b2e65a8f64,3.03504E+23,7.03452E+26
0x4e50ed7340825e7ad1830fe84a85b8eb3945636a,3.02728E+23,7.03755E+26
0x80c5e6908368cb9db503ba968d7ec5a565bfb389,3.0152E+23,7.04056E+26
0x9a9bed3eb03e386d66f8a29dc67dc29bbb1ccb72,3.00001E+23,7.04356E+26
0x059799f2261d37b829c2850cee67b5b975432271,3.00001E+23,7.04656E+26
0x469503159ddf6bfd0a9ec8eba8e97a84fd3eae5b,2.96457E+23,7.04953E+26
0x588276106aec980a9e55077a6ef72ad2a636429f,2.95818E+23,7.05249E+26
0x63158d4a01d8367f142beb72689b9647a0ccae30,2.94916E+23,7.05544E+26
0xad8d3a5d2d92eb14bb56ca9f380be35b8efe0c04,2.94564E+23,7.05838E+26
0x268c00bd37ad82f42fa332ff7db3108261eaf99f,2.93457E+23,7.06132E+26
0xeee21cf8762a87817868039f119e57a7fec65074,2.93033E+23,7.06425E+26
0x7f38562f19bdde3b87b568262b71d5553e368cbf,2.92623E+23,7.06717E+26
0x5e90bdc06e1af172ce97fa8a029d0587ece6a831,2.89899E+23,7.07007E+26
0xc207b597e1c0b1dc6d2d8ccbfde0a47633d8c9b7,2.88889E+23,7.07296E+26
0x8582274afd383cb4e8c22c13555e8ec9286aa053,2.84405E+23,7.07581E+26
0xe3af69e7e9ade386d757e4989163e7d7afcd29da,2.80949E+23,7.07861E+26
0x8743cc30727e9e460a5e69e217893f42dfad1650,2.80765E+23,7.08142E+26
0x69c6dcc8f83b196605fa1076897af0e7e2b6b044,2.7501E+23,7.08417E+26
0x3d656b00ed686c9e2f2371cb98daef61d226e313,2.73058E+23,7.0869E+26
0x9be9c368128311802a9b39cddac8e54221314326,2.71302E+23,7.08962E+26
0x0c62278e1ceaaee41e3b601047cd9a89f49c8c24,2.7E+23,7.09232E+26
0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,2.69613E+23,7.09501E+26
0xcf965cfe7c30323e9c9e41d4e398e2167506f764,2.6375E+23,7.09765E+26
0x526af336d614ade5cc252a407062b8861af998f5,2.63463E+23,7.10028E+26
0x6e5d4a29833e51a83539a57461e803bcff409050,2.62816E+23,7.10291E+26
0x3839416bd0095d97be9b354cbfb0f6807d4d609e,2.61593E+23,7.10553E+26
0x65f3a59f3ba3853bdfc2344a5836e825eec98380,2.60952E+23,7.10814E+26
0x49edf201c1e139282643d5e7c6fb0c7219ad1db7,2.59743E+23,7.11074E+26
0xec33fb8d7c781f6feaf2dd46d521d4f292320200,2.59213E+23,7.11333E+26
0xa929022c9107643515f5c777ce9a910f0d1e490c,2.58463E+23,7.11591E+26
0x27321f84704a599ab740281e285cc4463d89a3d5,2.50004E+23,7.11841E+26
0xc58b32218a746b70813a057275591966deb5920e,2.4803E+23,7.12089E+26
0x3d617816cd5e7dc1c66d6500585d5ede9ef4a976,2.44173E+23,7.12333E+26
0xe8d49d49387afb74a7d66130122d5bcaa3cbf15c,2.43658E+23,7.12577E+26
0xfec6f679e32d45e22736ad09dfdf6e3368704e31,2.41257E+23,7.12818E+26
0x24d48513eac38449ec7c310a79584f87785f856f,2.4E+23,7.13058E+26
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,2.37503E+23,7.13296E+26
0x8fd3121013a07c57f0d69646e86e7a4880b467b7,2.35416E+23,7.13531E+26
0x5cc2db43f9c2e2029aee159be60a9dda50b05d4a,2.34999E+23,7.13766E+26
0x7a3370075a54b187d7bd5dcebf0ff2b5552d4f7d,2.34507E+23,7.14001E+26
0x79ad4b5199964cc4e63fc8042627ff6ce69c7f9a,2.3326E+23,7.14234E+26
0x97dec872013f6b5fb443861090ad931542878126,2.32788E+23,7.14467E+26
0x5afc06c035619654927614fac6bc1c0413715e59,2.30706E+23,7.14698E+26
0x2e5dcc1b771ff9638db83572d7cde114dcb89874,2.30141E+23,7.14928E+26
0x4177591752bd0d6e28e538cffe68e898237bc35c,2.28569E+23,7.15156E+26
0xeea3311250fe4c3268f8e684f7c87a82ff183ec1,2.26468E+23,7.15383E+26
0x00af1da3634155354879f2c31d5da54b409b69ac,2.25464E+23,7.15608E+26
0x8bccc9ba2e5706e24a36dda02ca2a846e39a7bbf,2.24676E+23,7.15833E+26
0x85a51c95d4031132a1c2ec57b7a177c9d9f88a06,2.23537E+23,7.16056E+26
0x09cabec1ead1c0ba254b09efb3ee13841712be14,2.21849E+23,7.16278E+26
0xd73026b0494d25427f3d1a7743babe1bddf8a035,2.1993E+23,7.16498E+26
0x54e1ae2a4c55c00d82699d8a27c058f1c55280c6,2.19315E+23,7.16717E+26
0xe9778e69a961e64d3cdbb34cf6778281d34667c2,2.19213E+23,7.16937E+26
0x35badfb054f4ffa5c0950c653616b0b694a1deda,2.18505E+23,7.17155E+26
0x0194512e77d798e4871973d9cb9d7ddfc0ffd801,2.1828E+23,7.17373E+26
0x80aa81029df9afdc70a621c86d7a81d7e9ed7e3a,2.17229E+23,7.17591E+26
0x22650fcf7e175ffe008ea18a90486d7ba0f51e41,2.16906E+23,7.17808E+26
0x352e504813b9e0b30f9ca70efc27a52d298f6697,2.13503E+23,7.18021E+26
0xf732a0fea0728e8b2303166da58c1a2c332ff7ab,2.12361E+23,7.18233E+26
0xc6725ae749677f21e4d8f85f41cfb6de49b9db29,2.11762E+23,7.18445E+26
0xb89570f6ad742cb1fd440a930d6c2a2ea29c51ee,2.11325E+23,7.18657E+26
0x45fdcbd4f262ce589299eccabc4e2688abc4f8e0,2.10711E+23,7.18867E+26
0x87d1740c1d40e80baaff870c23bf08d0a2cec1eb,2.10043E+23,7.19077E+26
0x9a2d163ab40f88c625fd475e807bbc3556566f80,2.09296E+23,7.19287E+26
0x5e11fd8e4aee03f67149cb24ea91a26657772439,2.09273E+23,7.19496E+26
0x1be116204bb55cb61c821a1c7866fa6f94b561a5,2.07656E+23,7.19704E+26
0x4960170d73f32f6e28302cd3f356e284034f2880,2.07274E+23,7.19911E+26
0x8c153c3be641e7e65a0eb97de6910450553ccae3,2.07056E+23,7.20118E+26
0x40ebf2d6e998a76a848c41908733b26e04adffe2,2.06401E+23,7.20324E+26
0xba2ed0d772e0ca1f72368e7a610e42397e960946,2.06238E+23,7.2053E+26
0x54a2d42a40f51259dedd1978f6c118a0f0eff078,2.05791E+23,7.20736E+26
0x71ced8ed524c0307f5285fcd7a30e151fd51ec13,2.05308E+23,7.20942E+26
0xb626a5facc4de1c813f5293ec3be31979f1d1c78,2.05256E+23,7.21147E+26
0x794dec90a3b9e399aad7839fa39c17a521977cdf,2.04903E+23,7.21352E+26
0xc2557a084aee847b72e1d41942c323eb2d086de2,2.04797E+23,7.21557E+26
0xaaab2ec23dd5dd9602e631b8399fa94c9d134b3a,2.04749E+23,7.21761E+26
0xbebbff645d666445f39900f33201405e1cdaf130,2.03841E+23,7.21965E+26
0xece701c76bd00d1c3f96410a0c69ea8dfcf5f34e,2.03178E+23,7.22168E+26
0x42a587b017fb534b4b9333a0201363b754e470e2,2.01998E+23,7.2237E+26
0x2d98532773322ef8f01f7e94f5c4841b0dfa9c07,1.99278E+23,7.2257E+26
0x2f755e8980f0c2e81681d82cccd1a4bd5b4d5d46,1.99264E+23,7.22769E+26
0x154af3e01ec56bc55fd585622e33e3dfb8a248d8,1.99213E+23,7.22968E+26
0x8bfe5ebb128ee82f4ba80f56bb32409cc87bc6fb,1.97792E+23,7.23166E+26
0xb9ae860baf9d2708f616c226a13303c5aba5c513,1.975E+23,7.23363E+26
0xf1944d2755bcc6708e673b53c96c9c947e669e7d,1.96E+23,7.23559E+26
0x6b26576e3b2864621642f21286ffdf8839bebb7d,1.92468E+23,7.23752E+26
0xc40d7b9ca90eaca4a6e067b6ec689fd29f4a8b3c,1.92253E+23,7.23944E+26
0xb3775fb83f7d12a36e0475abdd1fca35c091efbe,1.91923E+23,7.24136E+26
0xab752bd608848c435b42929eb86e600d8e259d56,1.9143E+23,7.24327E+26
0xae9b8e05c22bae74d1e8db82c4af122b18050bd4,1.89703E+23,7.24517E+26
0xaaac8434217575643b2d2ab6f12ce8600c625520,1.89495E+23,7.24707E+26
0xe778ac41005bbb1cb79b6dfe410714ce08143594,1.88889E+23,7.24896E+26
0x63825c174ab367968ec60f061753d3bbd36a0d8f,1.88557E+23,7.25084E+26
0xeca56d04546affcec0b3ce61971136f497866a3b,1.88E+23,7.25272E+26
0x4c766def136f59f6494f0969b1355882080cf8e0,1.85998E+23,7.25458E+26
