address,eth_balance,cSum
0x575b0bd042c8bc65606f279b3109719a65ed8677,2.48858E+19,2.599E+25
0x0c853058245b80c740015413997d597fe1bee414,2.48816E+19,2.599E+25
0x46c46d9db82d2c1ee330160319187f1abe22dade,2.48631E+19,2.599E+25
0x8302a831c6e83540e56c447e6a4c986cdd48051e,2.48617E+19,2.599E+25
0x5fe1a0478e0d9778dadb0424ca13fece25758167,2.48354E+19,2.59901E+25
0xe7b5d3a43b0d7bcc861a63bbce67a4d7e9138375,2.48299E+19,2.59901E+25
0x8b7ba91f5c41afa61d731e4705776771c6b06868,2.48158E+19,2.59901E+25
0x7db1873bdd7d0e4808840b433eef0c1ed0ceff94,2.48149E+19,2.59901E+25
0xd734ce298da643a0efbbc22f4f34b4c779594d81,2.47788E+19,2.59902E+25
0xd0cfb6ddb9a70cfc1a6667b0c050096c2b611835,2.47735E+19,2.59902E+25
0x0ba54fe22c8061917fdb409fec2242dc45c5190e,2.47461E+19,2.59902E+25
0x08022324acda4d552dcde677723ea5f77bfa59ab,2.47444E+19,2.59902E+25
0x69d0568a93bb521af00c27530e187a92a47ff359,2.47319E+19,2.59903E+25
0xbe6c4377f1b26fcff3e0e013be66efafd7d2a9e9,2.47211E+19,2.59903E+25
0xbeef3fb38dc237bf7d46aaf7adc875ae638038e0,2.47162E+19,2.59903E+25
0x4d0156eeb5b7411e3e71f52b0e50548e07aaef22,2.47105E+19,2.59903E+25
0x32d655549c3f0e15b39ffbd28f0510ca2c9b3780,2.46862E+19,2.59904E+25
0x8d2f34eae0a7a899e1957a994c908236987add1c,2.46857E+19,2.59904E+25
0x20e4c1b3c5513b5270a3e87ce75379244b361829,2.46669E+19,2.59904E+25
0x59f488812305d49a0022e71ea15adf617d2cfe35,2.46636E+19,2.59904E+25
0xd6cd28dbf232b4a19782ed6429ac9c2ba6ca3b88,2.46486E+19,2.59904E+25
0x51e8d106c646ca58caf32a47812e95887c071a62,2.46449E+19,2.59905E+25
0xc7e25828d1b13073b3fb7a913749c151f68c605a,2.46379E+19,2.59905E+25
0x64ed6b0995949730e8853f8e9bc5e6e0c5944b5a,2.46366E+19,2.59905E+25
0xdd140cb2847f6186a9df3b25ae1e135052b09321,2.4601E+19,2.59905E+25
0x1dcf88675f0a47b6cd05b0d6d97e0fb6ada99591,2.4596E+19,2.59906E+25
0x8b292bd6ac1713e03a65681772489785d5ded065,2.45938E+19,2.59906E+25
0xc035eadee5ef76575b6191e760ae9fdd5ad30ef3,2.45795E+19,2.59906E+25
0x6381a415a1bb5939571ff927a4307717be9937d0,2.45748E+19,2.59906E+25
0x15a6f43566a21ddf4dd4b871281ba9d4942d5c5d,2.45734E+19,2.59907E+25
0x72a92e458a93964ede59f658a0db99b9e5432271,2.45615E+19,2.59907E+25
0xd63c98b7150a7af39a59f0847fa970bdf2e19fcf,2.45472E+19,2.59907E+25
0x01e78d0cf5da86d9c7ceab594f4eb500d6e58fb0,2.45356E+19,2.59907E+25
0xfcf3d97c6db4c3bf6020a2b99af074b595bda163,2.45344E+19,2.59908E+25
0x5d1e0542df7244de1d8989aab8483339d5c1f5e0,2.45156E+19,2.59908E+25
0xc46abe9805c54107114e04bdb30f189434cce2d3,2.45104E+19,2.59908E+25
0xe0b7927c4af23765cb51314a0e0521a9645f0e2a,2.45054E+19,2.59908E+25
0x87f8c4719095bc5d18b90a0ef9fca059b00f0103,2.45051E+19,2.59909E+25
0xaaa8f558075ef987307b8709827fcc746014d5c1,2.45E+19,2.59909E+25
0x1e6095fc523a89da91e619667a61188a226d01df,2.45E+19,2.59909E+25
0x5ea4d6482f622dbf845e455457088bdf9ea5c635,2.44929E+19,2.59909E+25
0xfb6315f71f04d9b27948674b25ec1794db43ebc5,2.44759E+19,2.5991E+25
0xa7f1cf49c50d046dcddb05289ee8b9215a7d222c,2.4474E+19,2.5991E+25
0x2f804ab5f5de701eaa71dc568eafe828d9d4adc8,2.44711E+19,2.5991E+25
0x9f3ecd142ea49be6a8a7c0656d307f3823bb9c6b,2.447E+19,2.5991E+25
0x14023a6e302edc14a25751c399e3983f546b769a,2.44645E+19,2.59911E+25
0x7af303ff1cf71b852e247680f3d086ca2989772b,2.44603E+19,2.59911E+25
0x31a2c1ce1958b18cd277dc29d50c2ad86cbb00c7,2.44474E+19,2.59911E+25
0x403f9c2af6c7e85162b597cdffef4009d07c94ef,2.44172E+19,2.59911E+25
0x49a86a24bd98c4294596dae575c727f1781cfed6,2.44056E+19,2.59912E+25
0xaca335f6b53af01a70f3af2d34b39ea81ebd1ae1,2.43839E+19,2.59912E+25
0x8808e7ab584f5ef8d9a6295b78a9aae2e6b66c1d,2.43794E+19,2.59912E+25
0xd7de67a15df7616fb780f2df7a6a5e2b1421ede2,2.43769E+19,2.59912E+25
0x8307adf8a1fad2f92acfc35667bf685527814b1d,2.43741E+19,2.59913E+25
0xf7637f04e8a5ad056ce30cc0db439c0b36e905d2,2.43678E+19,2.59913E+25
0x53596f847b74ec3623041e7967146271db6d1ce7,2.43544E+19,2.59913E+25
0xd25ca9b9feb9d054a738a5f20baf7059cbaa780d,2.43543E+19,2.59913E+25
0x93d4d7b5f5f0a21e393749047cd5867e625700d2,2.43316E+19,2.59914E+25
0x586e978e5527618eef862471052ea1984f63ff88,2.43282E+19,2.59914E+25
0x0636feb69937f9b0ae88f8e03605fcda7892664f,2.43019E+19,2.59914E+25
0xeab2252dfd30839c901d1bde35187391a373bd70,2.42876E+19,2.59914E+25
0x5914f12fd2f44b0f667396b65022bc9bb1aba78e,2.42807E+19,2.59915E+25
0x9a6a239e4222561335a77b12e5434e452098898e,2.42763E+19,2.59915E+25
0x63ebed58c5d1f62bc56f26db72f27e7d4253dd9a,2.42578E+19,2.59915E+25
0x72de1a5775ac119ee31f71720f477f58c4296ed5,2.42411E+19,2.59915E+25
0xe9f92a3abc4c0abbc308f75e3f42acc408042dd4,2.424E+19,2.59915E+25
0xab87cd3adc2378e151ff63713e33e7549b4009c4,2.4235E+19,2.59916E+25
0x53cfb98d1c9b5f14c61cf731721c9af9f9ccadb1,2.42341E+19,2.59916E+25
0x06e968677a00c70b0f896ed7e300720dac11a719,2.42313E+19,2.59916E+25
0xaced72dd138ae49986f04ab7dafcf09b9d2ec903,2.41991E+19,2.59916E+25
0x1b37fd6636580f3a18bdcac027e7a5ec19e68caf,2.41864E+19,2.59917E+25
0x0150c9299ea1f9bfd479903a3bb55fb3a45d8bcb,2.41816E+19,2.59917E+25
0x60417cd12a88220e2ae65588cbb754ef47846cd0,2.417E+19,2.59917E+25
0xc76173834545f93cbd24d84beb94c5ce6e455d87,2.41637E+19,2.59917E+25
0xb1b55f0203a4eef8db65a76fb47b321b3d6bbcce,2.41488E+19,2.59918E+25
0x07a8779bb624d0a7e4a4f011d999c3bf2b0bef6f,2.4146E+19,2.59918E+25
0xc3d76816fd5291256856393e9b109b1ca5e40031,2.41259E+19,2.59918E+25
0x930a6dd3ccf6ca232a1e56371db60a53d796bbb1,2.41177E+19,2.59918E+25
0x8ea268a2a8c1ad923d7eed94f88aa8012757255d,2.41048E+19,2.59919E+25
0x6d8c8b9968f5f6ead0ea9eea0c576c6780757124,2.41046E+19,2.59919E+25
0xd292a17983ca67551e6518b84738c54a20ed5db9,2.41E+19,2.59919E+25
0xb932f1f543ba62569b8a399f167d080288005db2,2.41E+19,2.59919E+25
0xd06043eea79bd858a4ad65a7f837375afde1160f,2.41E+19,2.5992E+25
0x2187c42b9189b9c3116cd3a67fdf7847590344f4,2.41E+19,2.5992E+25
0x93d812bf90a575d628e246b0966505a9e466f534,2.40989E+19,2.5992E+25
0xf6cc7c60a3b43130d7ccd1845dcfe7d71d02723f,2.40596E+19,2.5992E+25
0x307b7971d312422b01a47c20025219bf2e68d25c,2.40535E+19,2.59921E+25
0xfb35052a29c963c48c3bddac2b7fce9275ccb2c3,2.40406E+19,2.59921E+25
0x4b3f20f5ba1d4fc915d370255f52856892a9849e,2.40356E+19,2.59921E+25
0x457cea2870c8e7d729d282019a08a45ca3b74e54,2.40239E+19,2.59921E+25
0x3e65c711fcc6a45a5be08bf77055c51a0d18115b,2.40186E+19,2.59922E+25
0x792e6c37ae5ced8202794af26671531195418616,2.40137E+19,2.59922E+25
0x3b29c6e356f9445b693abb5df42fbc932062e0fb,2.401E+19,2.59922E+25
0x55b7c317006e02d7b38c93f1dd3b450a15a2514d,2.40053E+19,2.59922E+25
0x31c617f363b79c7a5ca802281ec901e5ff97e82b,2.4E+19,2.59922E+25
0x21987ea331d434c25c2fd4517a08a75cbf933766,2.4E+19,2.59923E+25
0xa56d33da66be5db296e4be53b73776e7efb10e9a,2.4E+19,2.59923E+25
0x34a224e500bc3ce284496a2203bdee284684785c,2.4E+19,2.59923E+25
0x64af032181669383a370ae6e4b438ee26bb559b7,2.4E+19,2.59923E+25
0x6a39ba92b238c9b04eb5faf5c32d4c6a6e38f55b,2.4E+19,2.59924E+25
0x1b3fd2e556ffdec1a7b6ff950e63c3aee6d117ea,2.4E+19,2.59924E+25
0x8a40588272b00f87a64d162e11032fad51c8fc4d,2.4E+19,2.59924E+25
0x5ef044c97676965d819ef069c243cefca65d3db4,2.4E+19,2.59924E+25
0xacdc7e115108f7c6a23f2784ff8b46dd46e04537,2.4E+19,2.59925E+25
0xd360f1c0ccde07137909bc5a7f0150d61e1cd2df,2.4E+19,2.59925E+25
0xd57850650b13476026d834995dcbf2d753047727,2.4E+19,2.59925E+25
0xf00e496f5446e873cee10c4457f6ac2224b610dc,2.4E+19,2.59925E+25
0x6623a40339b484953c5bc7d348c5b6e0cb216bb4,2.4E+19,2.59926E+25
0xa3fd88541f39a732a0091f235277ce344e2821af,2.39999E+19,2.59926E+25
0x57394be759324b3265b1abcf6814271248772e97,2.39985E+19,2.59926E+25
0x40e9fc5c5ffe72a17af7063363eedeacd887193e,2.3996E+19,2.59926E+25
0x0d6e111f1afe53756f8cbf51e0921ee492b4a18c,2.39947E+19,2.59927E+25
0x7b483ebc76fc895931ad5a20414394023ee40260,2.3994E+19,2.59927E+25
0x4900bf94c1c8f962b6bab365b61c7b982aa28900,2.3992E+19,2.59927E+25
0xe1cabdc03fb3f8695a0c9409d1450381ef78a166,2.39897E+19,2.59927E+25
0x716ee4917f1a15d975ddc6f44e3fc6d4ae5c9b9c,2.39851E+19,2.59928E+25
0xe2f4b4bc0781391d0aff075d760adaf5acc9e7f2,2.39705E+19,2.59928E+25
0x2937553c5a8a3ba8f8d3b93395f0f306713289c6,2.39704E+19,2.59928E+25
0xbf5ae4824f14a761f8a9f0e7da9364fd933e6180,2.3967E+19,2.59928E+25
0x241c21939e534746097ff698345c69fffb4b121f,2.3962E+19,2.59928E+25
0x36e26d22d2f843183cddc4e8886937ef7f8a2a9e,2.3949E+19,2.59929E+25
0x7a729737af1ade3eb9735a97b68ef1b98eb3f0b0,2.39394E+19,2.59929E+25
0xf5a29a823e019110c8cf827d7526418c590b566e,2.3938E+19,2.59929E+25
0xbd283f21ac5ed4b8e139133e2cd3cb66f8af5eed,2.39248E+19,2.59929E+25
0x34bae41f2d8a5ae930adaaebbcb70d43c0c8ea8e,2.39237E+19,2.5993E+25
0x238f4cb9d7b8ba12e1810e05e5de00b2ac75f811,2.38918E+19,2.5993E+25
0x5c5b4427a29b8c9d242294aed1849a0943c4da1d,2.38901E+19,2.5993E+25
0x653b4996f58a8bf6f8c420323c738b3b50d99dd0,2.38888E+19,2.5993E+25
0x2944c9b39686793a082f762b7042d83ac0bc7d8f,2.38837E+19,2.59931E+25
0xcfe0298b707015f16519ad7956c3e2461d478815,2.38813E+19,2.59931E+25
0x347dc37c036524f65ee06330b0752552ca03dabc,2.38767E+19,2.59931E+25
0x4e9095672a4ca98ff4ef0c227f972ea8adec574f,2.38734E+19,2.59931E+25
0xb884a0fda76e59b95ab48c8fd23cf2de77d0eded,2.38409E+19,2.59932E+25
0xc6b8418fe590fa9c4629f3496ba06a5e5847f356,2.38367E+19,2.59932E+25
0xde29cd33dcac8a3ed98fd1118863c24bd25b164b,2.38277E+19,2.59932E+25
0x737f6a3aefa013094d20702c6ab03552988633fa,2.38109E+19,2.59932E+25
0xc69a6f6171cc5304e37a32f8bb2e44d8aecbab4a,2.38E+19,2.59933E+25
0xd967a0d5477c50df24383771efafc40b3e2b09dd,2.3799E+19,2.59933E+25
0xe65c01952c24062d8dfec3becc487c6ba57f99c6,2.37777E+19,2.59933E+25
0xbdc5f83f6b6961e425b86a5e70a7acb800609305,2.37628E+19,2.59933E+25
0xa1d31895600f24cb2db85ee4fb703634e0786e94,2.37596E+19,2.59933E+25
0x3063d48398c393f08ac2490200d6b38edc299590,2.37572E+19,2.59934E+25
0xce4badd1a985d06a5c700d5f6036c00c2232d3b0,2.37549E+19,2.59934E+25
0x678e8128138eec59801a80e1d57d0a982b8db5bb,2.37451E+19,2.59934E+25
0xdf57bbe48a2e2b9b069de64f2d6fd1f139f26089,2.37326E+19,2.59934E+25
0xb4213c1c2609e2d1fa753ff35dbf8e4e31c3123c,2.37282E+19,2.59935E+25
0x677442cee37af60816cdea4fb98430e029692876,2.37157E+19,2.59935E+25
0xb90d8c0c2ace705fad8ad7e447dcf3e858c20448,2.37106E+19,2.59935E+25
0xe87419ec5e8fa6f9b9d0c6a5eb96dd12d1bcad71,2.37105E+19,2.59935E+25
0x08d41a47e92524174f3bacadb0e9b31bbb2104b4,2.37079E+19,2.59936E+25
0x9dd2d5050bebb6eece98abd0dedb7c62c41e3dce,2.36794E+19,2.59936E+25
0x2fcb37ea4e95485a709a30232d44fdf832f6be64,2.36757E+19,2.59936E+25
0x6eea626f84d53b71d2a2834db50840af1e17ae19,2.36718E+19,2.59936E+25
0xac6b864db52b24e731093b49f5fcd876a9acc4e6,2.36666E+19,2.59937E+25
0x5fde39349f0f4675e7b0ea6d6b27322a82222721,2.36559E+19,2.59937E+25
0xe51cc124c87cf64f59a62a154872020118244bad,2.36512E+19,2.59937E+25
0x051e19704709997994b2f917bbe6937ed343d278,2.36459E+19,2.59937E+25
0x299ae8536b16d7c457a97baeb5c18fe29eaae4bb,2.36239E+19,2.59938E+25
0x361977d0ae7705aea4ee0d1b9c4b32d9d46f3ec1,2.36153E+19,2.59938E+25
0x3f0832af907979e31c874711e0a17bfb094584f2,2.36148E+19,2.59938E+25
0xcb31770aae16ee79bd79e66da1b53a9623c282a0,2.36E+19,2.59938E+25
0x3c1634291868ddffa037222991babfccd8400921,2.35983E+19,2.59938E+25
0x8c1cad80f65a639839c29092795738ed84ee2aed,2.35873E+19,2.59939E+25
0x26cd839423e442a593ae15095f4e1625398355b3,2.35627E+19,2.59939E+25
0x29bd04abac36c16907827b725fa902fafea5b84f,2.35563E+19,2.59939E+25
0x89aea66958b70bcf08aa6d18166bf6a5d202faf6,2.35381E+19,2.59939E+25
0x2faee7ae05ec88dd69da0b5805e9011e7383cb4e,2.35217E+19,2.5994E+25
0xf6a40b5defef29bbd4ff0d5de9c55f67594d00d0,2.35201E+19,2.5994E+25
0x65d760930afc162192ac0cb1af39eb796dadf18d,2.35149E+19,2.5994E+25
0xe86d08871beef4653a856a073ac07dbdc34e71e7,2.35137E+19,2.5994E+25
0x9b5a543dbe5d48a02bd305c4dab3475a5102254b,2.35E+19,2.59941E+25
0x2022447a43ab389973f46baa7cccb85a923c1bc9,2.3499E+19,2.59941E+25
0x3eb4a052091f49331d3902c166258a974978343d,2.34985E+19,2.59941E+25
0x0b9c8b7264cddd408c5157d728f5ac1609f99ac9,2.34983E+19,2.59941E+25
0x6c5e91e9b4d1799ea48a4de216184bff7ef32676,2.349E+19,2.59942E+25
0x5e5a235d9645d3d1e099e6550a46366296b949dc,2.34769E+19,2.59942E+25
0xf0ccadb841744e651cc732f756383f1673ddd7e7,2.34713E+19,2.59942E+25
0x890ebc69608867d136158615d8e1bf71e77fdc62,2.34679E+19,2.59942E+25
0x116b50a38cbb8442b9351d7d214da2a00a8f9a71,2.34641E+19,2.59942E+25
0xab1cda8045eb1c515091d35fe68281c171ebe0ef,2.34639E+19,2.59943E+25
0xc6acf2411c36d326bc43230cbbd104e015799179,2.345E+19,2.59943E+25
0x2caf7e6c7d46b78fb4052badb3947ac23eade123,2.3443E+19,2.59943E+25
0x427f67ee103021de45f4b38a3119b41e96e4e6f2,2.34247E+19,2.59943E+25
0xdca3c7fbee00a8e09e79dd000123e92a098073b6,2.34244E+19,2.59944E+25
0x3310a11eec6334404299333a0ecf5a2ae1ac1676,2.34231E+19,2.59944E+25
0x839e612afcc2b1cf72597b0b51f3011cca4db605,2.34213E+19,2.59944E+25
0x6346eaf8e0e726dfd3c34d6d5ccd999dcf8d1ee9,2.34171E+19,2.59944E+25
0xed88b0185adc5d125a3a1518c5b0b0b049087f34,2.33991E+19,2.59945E+25
0xd6b99cbf4c8d72e20732ca38a4fd93942463295b,2.3392E+19,2.59945E+25
0x02a8fdd2a232fe2e7619f0b5a636e6fd1788261e,2.33919E+19,2.59945E+25
0xc95d6d14ac56e6a77cf00a1f5c402f782cd1ed30,2.33884E+19,2.59945E+25
0xd268d1dcb18d055a8918da9e0724451656b1d054,2.33882E+19,2.59946E+25
0x8330d09d7c7d10fe6b002e9b082ba1b89e5027ad,2.33837E+19,2.59946E+25
0x5636ce3c160c67509957acbd245f486f05d5968c,2.33765E+19,2.59946E+25
0xa9742ee9a5407f4c2f8a49f65e3a440f3694960a,2.33652E+19,2.59946E+25
0x3232f46302d5528e60b09ac68e1aa7fa82f3ea85,2.33644E+19,2.59946E+25
0x4cc27dd80687e5e134a28b47c7546285b8f46249,2.33564E+19,2.59947E+25
0x3c29b9005c64e0a38c4d249f1ff986c3132699ea,2.33462E+19,2.59947E+25
0x0affccd762f0a7fa1bca40c51afe1a806a74a6f9,2.33213E+19,2.59947E+25
0xcd3afbc5bd9aa1dfbb2fc0c5c60faf5ff5219ba2,2.33202E+19,2.59947E+25
0x2f86549e0d2d3cd15d919fd60e6449fd859e8ecb,2.33155E+19,2.59948E+25
0xf2364a29c3433a2815dec39708deebbe000cdf9a,2.331E+19,2.59948E+25
0x6bda2e6857895db9f69cf4a5b34ed429f7c88423,2.33069E+19,2.59948E+25
0xa40ef956c67daab893e7edaccd352fdf590ee3f4,2.33033E+19,2.59948E+25
0xaffe8d665a64f56ffd305ff25c4e029156ed1b1c,2.33005E+19,2.59949E+25
0xfcbbcf5f0ba635bde6418c9ef3c53702887c5ba5,2.32954E+19,2.59949E+25
0x6c8b869dcafc6f119d5816dfdf8147414413b2f3,2.32798E+19,2.59949E+25
0x1ceceb8813399e345f1ae276f4cb307270c21c00,2.32646E+19,2.59949E+25
0x2367b81350d63a3186649323448a7d9b43c1f8a0,2.3255E+19,2.59949E+25
0x96f3a05b0161d8613eaa78a53fc02c170e3d9702,2.32528E+19,2.5995E+25
0x95712d827dcd525d75e36cc9e019d6ffc8ecd98a,2.325E+19,2.5995E+25
0x3bb55c669422a509f8ed7d508b3f8dd10db0923b,2.32451E+19,2.5995E+25
0xca933856fa43f4771899db529013a6fcd81ee1b6,2.32402E+19,2.5995E+25
0x535d4888236964764c174c4f225f0674026dcecb,2.32385E+19,2.59951E+25
0xed87f310ee63c95b43de41825c8dee41fd6a339b,2.32309E+19,2.59951E+25
0x94f748b5bf3cc1ea8f34fecf8a5507ab26eeb07f,2.32268E+19,2.59951E+25
0x1ce865c81e76aafd2003e69acd2d196d19aac144,2.32205E+19,2.59951E+25
0x3b982077957e63142c05c766b1b02d0d399af94c,2.32104E+19,2.59952E+25
0x66ea39aee3f4a2e39d2f28b397a4daf0bffafd89,2.32036E+19,2.59952E+25
0xacbe6529b2064c6ace953da9a87f29b6ebeb55fd,2.31967E+19,2.59952E+25
0x0934f8230d5bb3bbab4f25362b5987afa5ab7663,2.31846E+19,2.59952E+25
0x4b3de49df4ce201cd0b90eff6d44bf6843413c35,2.31782E+19,2.59952E+25
0xb6422d5a67df624fe184476b1cb659cee39574b6,2.31697E+19,2.59953E+25
0x0a71d7b59cef86b21263bc7ed26696a8f54a7e84,2.31611E+19,2.59953E+25
0xbb8b4d6584ab1a8638853b6e801c948e21584bee,2.31524E+19,2.59953E+25
0xa7fc8011a04cc8817dce59d3328bc4b716841878,2.3151E+19,2.59953E+25
0x78f276ec4d1521f646d461756315b2ac5be8748d,2.31457E+19,2.59954E+25
0x273670c9583119962fc4e63484eb77357f6106c8,2.31385E+19,2.59954E+25
0xa74475dc9bfcd75f5d459af3cd235201cbf6c1ab,2.31325E+19,2.59954E+25
0x239a9f464517c7a3a3fbd7cbce5135caaac132a8,2.31257E+19,2.59954E+25
0xc72d2738423da2f23973dee54eea53864c81dfd7,2.31243E+19,2.59955E+25
0x7be446eee91e0fd5e18dd286893ce60aa9cc025b,2.31224E+19,2.59955E+25
0xa9dc001594fbb895ee3e59ae4f3d083afff53739,2.31215E+19,2.59955E+25
0x12737b4c0689ccb53c7c6aa0755ae97b1f9d7c54,2.31093E+19,2.59955E+25
0x1fb9bb466d13853d28aaace5c85b27e2adf51ac3,2.31093E+19,2.59956E+25
0xd71511468fe7869e7d8fba01c567f767cdceb4d6,2.30996E+19,2.59956E+25
0x77f2c6164c596e599d8965f230d63c7123d615e2,2.30911E+19,2.59956E+25
0xdd17d00c4bba48008d49bb4cc292819f5a4282d4,2.3086E+19,2.59956E+25
0xa3c2c631b051f403326a48969844b40a00640b58,2.30833E+19,2.59956E+25
0xc5932e337180702b454831077376a967d00c55e3,2.30832E+19,2.59957E+25
0xd1452744a54ac2c1f996c4e4b68bbdcb31771abf,2.30813E+19,2.59957E+25
0xcb3cf74b00431e5afc5e73e85bd80b870c665f1f,2.30752E+19,2.59957E+25
0xb43e7dd71cce3f82af2aa9c9ce72cf4f350d1505,2.3075E+19,2.59957E+25
0xe5291c9a5e9e59b1837b6bfb249633eb5335372a,2.30396E+19,2.59958E+25
0x576e9a95f84f01af05e2f0f450b223ec330141a7,2.30317E+19,2.59958E+25
0x697a7c0e88b94f13827379899a21ba2dfdf89759,2.30297E+19,2.59958E+25
0x72d56ac0130509cf9268529bf946971cadba05da,2.30285E+19,2.59958E+25
0x3529314b9e2c46d6354ef98cb85c36d2aa28bf97,2.30259E+19,2.59958E+25
0x7edc434160f03770ebabc27ab90694b7eb900c9d,2.30223E+19,2.59959E+25
0xe8f96becb10bc4bb56a979f1a616213a9a58ac17,2.30152E+19,2.59959E+25
0x849fb61f3597a9bd08f88547771a3527528ff70e,2.30129E+19,2.59959E+25
0x141a68f8c6c39c86bd49a2d378e37adf0d6f078d,2.301E+19,2.59959E+25
0xcd3a47a1fa06961086347caf1727d6a5f795231c,2.3E+19,2.5996E+25
0x1d5fb36e24c285753251da49ebc71e1d117f0884,2.3E+19,2.5996E+25
0x6a2b2935bda13e2e7016a0fb7bc954740a543c8d,2.3E+19,2.5996E+25
0xa11515f748c36b25c0a81cfb9317cbd532f2ec59,2.3E+19,2.5996E+25
0x1d96f8c15c1928867e7869bfba0fbbcb52acf986,2.3E+19,2.59961E+25
0x027267b88b4f79d01925036df6bee73c34ef72a9,2.3E+19,2.59961E+25
0x66d7a6fde444fce27853c854b5d2cc9fc6207f49,2.3E+19,2.59961E+25
0x30880a9a3ce286a75bf709b107c269a6036fc229,2.3E+19,2.59961E+25
0x47170abff3619ee0ecce4654c0aa46adb3b9b9f7,2.3E+19,2.59961E+25
0x924c3c825c4e32ae019f5c35228ce2123f856ec0,2.3E+19,2.59962E+25
0xacd84cf0251ee87bb20b8258da9de014dba66316,2.29966E+19,2.59962E+25
0x162915c6e45418910f261e634ecc2f6412ac56f1,2.2988E+19,2.59962E+25
0x26b112d11305e51376578452f134bdeb1e49584a,2.2987E+19,2.59962E+25
0x6690b8e69957327d53119f1ea84db47ea4492630,2.298E+19,2.59963E+25
0x46403e94529fc04d04c9c393beab1d050ef06409,2.29791E+19,2.59963E+25
0x037aa618609580f44f22d6a7de3c7e807b41aa20,2.29767E+19,2.59963E+25
0xecb9fd3d3f2bc2f98e7ac5b3776e9813550f83f9,2.29754E+19,2.59963E+25
0x1e917fd67efba2d4ec513531fbf457f24713ba9c,2.29607E+19,2.59964E+25
0xae8ea91ebdb0a2a9b8da4d1b2b6b1448e17f41b0,2.29572E+19,2.59964E+25
0x7b0e4eb11da4853efc31291f83b1dedfa880ae67,2.29557E+19,2.59964E+25
0x6a85089529f4799484e287a271ff69a8295dcdf8,2.29555E+19,2.59964E+25
0x87db9339c279fcf4c34fa4d326ddf6dd7306f9e4,2.29542E+19,2.59964E+25
0x96902cf485f9c7780af6f2decb6e4c8af8ed3e1c,2.29514E+19,2.59965E+25
0x6b3ee61e63d9729e4b5737d486eb3f047dce94ac,2.29368E+19,2.59965E+25
0xdb6b44f5b2793432fb58fa5195c9c347b4a53de1,2.2935E+19,2.59965E+25
0x86903d23e551151a6f4374e8feaa55cc6b27f982,2.29297E+19,2.59965E+25
0x83ba29acd90e3691bf20ed90b7a3f61f21a6e63c,2.29224E+19,2.59966E+25
0x2d19b906b37912abeb1a299997743a1fc5ea03cb,2.288E+19,2.59966E+25
0x6b228dcda2cf38f8ecc275e2300cd83ebaf15e2d,2.28725E+19,2.59966E+25
0x62a5cb24bd414a518330d8b65d615796232c926a,2.28628E+19,2.59966E+25
0x446d1696a5527018453cda3d67aa4c2cd189b9f6,2.28561E+19,2.59967E+25
0xfd2089002a18101a283ca25ec8a6baaf8cedf9e8,2.28451E+19,2.59967E+25
0x49a4bb05edca7dd8c27096578631988417f0da94,2.28082E+19,2.59967E+25
0x982288d99d01c8fe69c9fdb13baaa968f6879971,2.28068E+19,2.59967E+25
0x3beaadb72084e816129795cfe41bf1b012a5062c,2.28039E+19,2.59967E+25
0x7352cb5527f3ebea78c4b10b3ee183226d7f71c9,2.28E+19,2.59968E+25
0x2edd5dca914637ad2842d38eca6a6350ef854cf9,2.28E+19,2.59968E+25
0x7dac9fc15c1db4379d75a6e3f330ae849dffce18,2.27987E+19,2.59968E+25
0xf14534f6104bada5967718c972fb7d500e19be8f,2.279E+19,2.59968E+25
0xebe05f5f13c80e59dbb3f3baab51a4968e360bf2,2.279E+19,2.59969E+25
0x11eaf8d09a44c4f033341e2a13cad2a4505422e5,2.27824E+19,2.59969E+25
0x24a49637a1498cb16b2a57dc5af1707322f03e64,2.27797E+19,2.59969E+25
0x4a232d260685cb5b49a3dbcedd6be63e3aa52a59,2.2779E+19,2.59969E+25
0xafcb994e836300e03556296cc3a5155656087cf5,2.27659E+19,2.5997E+25
0xac5de650ba3be628d39c20796fbb5540702dab19,2.27571E+19,2.5997E+25
0xf2061e8cba6d217310ecb36a2abbf09083c8ed3a,2.27565E+19,2.5997E+25
0xb31cdbc5c72b6c00336b97859adc173d02cdc094,2.27395E+19,2.5997E+25
0xb6af3fa8521a5f6c3b25ecb9b6de0849508a7dd0,2.27385E+19,2.5997E+25
0x3c6970d3b1e72a9a5f47a2ed7e1724223905789c,2.27314E+19,2.59971E+25
0x78115c4201c65081e2f50814b1aeaa8bcf853796,2.2728E+19,2.59971E+25
0x6d1b1c112bbffabdf5878b6c6dbc3a57163ef19e,2.27182E+19,2.59971E+25
0xad326c086ca7b08c157baaaa436fbb2845a97801,2.27181E+19,2.59971E+25
0xbb76b8a18dc936f79b8d98d1818835d6ded5d7c7,2.27165E+19,2.59972E+25
0xe6bb85d3cc3bf74a666265177066b0ec03f63a35,2.27099E+19,2.59972E+25
0xf882804cd946388411a778653dd7423d5cde9e37,2.27075E+19,2.59972E+25
0x269a6ffb97325e8e371f067fea216c9f62848833,2.27025E+19,2.59972E+25
0x8695945fda9100205e8c2167cb5f34d3290174b5,2.27E+19,2.59972E+25
0x2d88c13e9d81f6730cfda3bb298edc1db1f7eef7,2.26972E+19,2.59973E+25
0x47a115814849eff560dc39930ffe917d79cbfd56,2.26948E+19,2.59973E+25
