address,eth_balance,cSum
0xf1af6f01fd9626c851b7dea6810ee388dea5c846,5.05014E+21,2.50602E+25
0x42fcdbd8c71485bab2b57f562ada84032188edbe,5.00044E+21,2.50652E+25
0x3de0c040705d50d62d1c36bde0ccbad20606515a,4.9971E+21,2.50702E+25
0xf478c8bc5448236d52067c96f8f4c8376e62fa8f,4.94093E+21,2.50752E+25
0xb911c9ab63600b84b17ef37720b332c73231e904,4.89627E+21,2.50801E+25
0x27a94869341838d5783368a8503fda5fbcd7987c,4.87876E+21,2.50849E+25
0x4efd8cead66bb0fa64c8d53ebe65f31663199c6d,4.8411E+21,2.50898E+25
0x5acd75f21659a59ffab9aebaf350351a8bfaabc0,4.84065E+21,2.50946E+25
0x375203d21e61b477b4577840ec538c008c12e2ec,4.74963E+21,2.50994E+25
0x1cf0df2a5a20cd61d68d4489eebbf85b8d39e18a,4.60706E+21,2.5104E+25
0xfb6916095ca1df60bb79ce92ce3ea74c37c5d359,4.59546E+21,2.51086E+25
0x68c4b7d05fae45bcb6192bb93e246c77e98360e1,4.53182E+21,2.51131E+25
0xde2a73bf317ca680126692c7381da254a24e04bc,4.52876E+21,2.51176E+25
0x49eafa4c392819c009eccdc8d851b4e3c2dda7d0,4.52498E+21,2.51222E+25
0x32d16878415bb29a3dc11b426e77450eba6ad2a5,4.45138E+21,2.51266E+25
0xcf60916b6cb4753f58533808fa610fcbd4098ec0,4.36926E+21,2.5131E+25
0xbe17d91c518f1743aa0556425421d59de0372766,4.36067E+21,2.51353E+25
0xa02fa61ef0dea3d5ec5decf1c1a69e45c070fe3e,4.21921E+21,2.51396E+25
0xbba3c74a006f199193645e35a936b75b605cb2bc,4.21169E+21,2.51438E+25
0xba20996529d2722c4d9d800a7b20e96a0a235336,4.13065E+21,2.51479E+25
0xb59a226a2b8a2f2b0512baa35cc348b6b213b671,4.11785E+21,2.5152E+25
0x29d38fdf26d64fa799276e6615759d27db1f1fcd,4.10696E+21,2.51561E+25
0xdd9fd6b6f8f7ea932997992bbe67eabb3e316f3c,4.02232E+21,2.51601E+25
0xd06527d5e56a3495252a528c4987003b712860ee,3.97239E+21,2.51641E+25
0xe96a6a824b0d0eab75f42c954e8549e878917cbd,3.94935E+21,2.51681E+25
0xfb633f47a84a1450ee0413f2c32dc1772ccaea3e,3.92243E+21,2.5172E+25
0x98f0eccac8be6ca81565007e5f879a217fb1e316,3.9017E+21,2.51759E+25
0xf20b338752976878754518183873602902360704,3.88157E+21,2.51798E+25
0x94133870506af5d0644f41a2ee62cc387b81135e,3.84941E+21,2.51836E+25
0x2ad302574e58e263861c973618ba736d6b8fbc92,3.84671E+21,2.51875E+25
0x5d6446880fcd004c851ea8920a628c70ca101117,3.84107E+21,2.51913E+25
0x98a64b43dcd22ab772dd9700ab6a0b3b8e154d3b,3.79896E+21,2.51951E+25
0x7133aff303539b0a4f60ab9bd9656598bf49e272,3.7278E+21,2.51988E+25
0x5aca07704bf1cc640ca750303404d4c766c90632,3.72337E+21,2.52026E+25
0xf5f34d5eda737c9d492dea3e6f50b25ff9614cca,3.72088E+21,2.52063E+25
0x9898ac41727242c0ea5192749b281149b6d16899,3.53543E+21,2.52098E+25
0x8d15f64920dda38883b0bb44129c1f660392e167,3.52446E+21,2.52133E+25
0xeefea562812d5aad3a56ace1ba1238423a843c66,3.51001E+21,2.52169E+25
0xc535219f03f84cccf9e92463fac7c6ce5d13845f,3.5E+21,2.52204E+25
0x95143890162bd671d77ae9b771881a1cb76c29a4,3.33419E+21,2.52237E+25
0xecf8f87f810ecf450940c9f60066b4a7a501d6a7,3.33089E+21,2.5227E+25
0x01b85f18bd7803b31250524bc43aa9ae56129319,3.29379E+21,2.52303E+25
0x31385d3520bced94f77aae104b406994d8f2168c,3.28985E+21,2.52336E+25
0x4d90c632adaa26168dbbd975e011f34066aced28,3.28496E+21,2.52369E+25
0xa96a65c051bf88b4095ee1f2451c2a9d43f53ae2,3.28329E+21,2.52402E+25
0xe5c405c5578d84c5231d3a9a29ef4374423fa0c2,3.27564E+21,2.52434E+25
0x41849f3bd33ced4a21c73fddd4a595e22a3c2251,3.26366E+21,2.52467E+25
0xab0b0e235eb4637de1783d117532398f9b0b1740,3.23939E+21,2.52499E+25
0x87a9678952b5d7a7bd450e4695d691e574e26a89,3.23563E+21,2.52532E+25
0xb3775fb83f7d12a36e0475abdd1fca35c091efbe,3.22273E+21,2.52564E+25
0x8dbb3efbb24ab5b47c60154253986e1d6a3211d0,3.16736E+21,2.52596E+25
0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,3.12126E+21,2.52627E+25
0xf365dfae7bfa6f878681089c9757398787ed7cf0,3.11E+21,2.52658E+25
0x3d860be2ae9fffc89e92f58cc60a5304e9b57a79,3.09801E+21,2.52689E+25
0x167cb3f2446f829eb327344b66e271d1a7efec9a,3.08365E+21,2.5272E+25
0x69507896a93e249708809272d0fbbb08c0c61fff,3.07702E+21,2.52751E+25
0x30e311386fae6204dcd25b4189e1d69796241e38,3.05E+21,2.52781E+25
0x2f383efbb5f8db7aada928d8471455ba3d0abe3b,3.03025E+21,2.52811E+25
0x4e154bd4f47d266569944a7bee0e9b1e03aba43b,3.02386E+21,2.52842E+25
0xb3328e022586b768fa50914ee6509391c27ad636,3E+21,2.52872E+25
0x438ca770d0f79085fe7f21ba9e40a83e4feff77a,3E+21,2.52902E+25
0x0f564a2a5fde73349890e86e9b2aa1639994bf2f,3E+21,2.52932E+25
0x8655d6bf4abd2aa47a7a4ac19807b26b7609b61d,3E+21,2.52962E+25
0xabea9132b05a70803a4e85094fd0e1800777fbef,2.98627E+21,2.52992E+25
0xe4dee33b5e191af8b8610025af52b3e00f2d22cf,2.977E+21,2.53021E+25
0x67df244584b67e8c51b10ad610aaffa9a402fdb6,2.97193E+21,2.53051E+25
0xbf9b76db1ffa3d0deac83cd8642af546daabff1d,2.9713E+21,2.53081E+25
0x3061cfbae69bff0f933353cea20de6c89ab16acc,2.95369E+21,2.5311E+25
0x4745737d43f655a9c70b47a5e552ee2b0850f620,2.95016E+21,2.5314E+25
0xd305a86468d6763b958f626a1c2ba20e603aba36,2.92651E+21,2.53169E+25
0x95151e4615c5c0924b918c85ad8d8a94d6644ab3,2.85826E+21,2.53198E+25
0xa2201234a4652a704f5539058ccb9ab6ebcd486b,2.85507E+21,2.53226E+25
0x069a3f90b0129e22c5c4a4e10ed667ad2578ef40,2.81547E+21,2.53254E+25
0xf7686cf0d88b3c1b474ec76735b4e94a0c3a28f3,2.77106E+21,2.53282E+25
0xbb44e3349c23cc430cae6ebbaf0256c9f2a1872f,2.76589E+21,2.5331E+25
0x73aa42f0f652abfd96403ad7c30257af5faddeee,2.74603E+21,2.53337E+25
0x13000c4a215efe7e414bb329b2f11c39bcf92d78,2.73107E+21,2.53364E+25
0x91b9d2835ad914bc1dcfe09bd1816febd04fd689,2.7024E+21,2.53392E+25
0x1d6b8ac8023c4858004313b4032519a5c652ed20,2.69943E+21,2.53419E+25
0xa86a60d53e6f474e049be54824551bb99f05adee,2.68335E+21,2.53445E+25
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,2.67473E+21,2.53472E+25
0xb674cac98f179f2caf34d5cd37cf0a7f46690984,2.67432E+21,2.53499E+25
0x723afe263831bcb56da4061896b7489d47781877,2.66697E+21,2.53525E+25
0x4d55f76ce2dbbae7b48661bef9bd144ce0c9091b,2.60812E+21,2.53552E+25
0xd2eeb672c5c36163957f514a67b57a7c15826545,2.60001E+21,2.53578E+25
0x6f38ba257f202ccfba9fc22c50d958508d8232a5,2.59991E+21,2.53604E+25
0xa6b658ce4b1cdb4e7d8f97dffb549b8688cafb84,2.58942E+21,2.53629E+25
0x0da3cb3046f72fcbb49edf01b04ab6efc6c0d8dc,2.57635E+21,2.53655E+25
0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,2.573E+21,2.53681E+25
0x1e7b450322e42b53d55abc795913537fd680fe0c,2.53095E+21,2.53706E+25
0x7c4b4bb0bb0fadbcb1c54ed55a3b4f1d456726c6,2.5005E+21,2.53731E+25
0xa1d65e8fb6e87b60feccbc582f7f97804b725521,2.49955E+21,2.53756E+25
0x136d841d4bece3fc0e4debb94356d8b6b4b93209,2.49916E+21,2.53781E+25
0x9e7574978fbeca3268e90d00c3af809df605886e,2.44557E+21,2.53806E+25
0x56099a588ad9515dd78f0f7dc831aa7d6897e9b7,2.4E+21,2.5383E+25
0x5d22045daceab03b158031ecb7d9d06fad24609b,2.37258E+21,2.53853E+25
0x102a6df6e708aab763dcb0f4e7825291a98c26fa,2.36192E+21,2.53877E+25
0x41aeb72624f739281b12ade663791254f32db669,2.3358E+21,2.539E+25
0xaaa1f5fc9617195b5aa7fd1bd989d47f9e8d3f82,2.33125E+21,2.53924E+25
0x2feff41e5a7e36448794341881dc7434b197110f,2.3155E+21,2.53947E+25
0x8d1f2ebfaccf1136db76fdd1b86f1dede2d23852,2.30598E+21,2.5397E+25
0xd77700fc3c78d1cb3acb1a9eac891ff59bc7946d,2.29627E+21,2.53993E+25
